iter	Passed	Remaining
268	574	1561
269	576	1557
270	577	1554
271	579	1551
272	581	1548
273	583	1544
274	584	1541
275	586	1537
276	587	1533
277	589	1529
278	590	1526
279	592	1523
280	594	1520
281	595	1516
282	597	1513
283	598	1509
284	600	1505
285	601	1502
286	603	1498
287	604	1495
288	606	1492
289	608	1490
290	610	1486
291	611	1483
292	613	1480
293	615	1476
294	616	1473
295	618	1470
296	619	1466
297	621	1463
298	623	1461
299	624	1458
300	626	1454
301	627	1451
302	629	1447
303	630	1444
304	632	1441
305	633	1437
306	635	1434
307	637	1431
308	638	1428
309	640	1425
310	641	1421
311	643	1418
312	644	1415
313	646	1412
314	647	1408
315	649	1405
316	651	1402
317	652	1400
318	654	1396
319	655	1393
320	657	1390
321	658	1387
322	660	1384
323	662	1381
324	663	1378
325	665	1375
326	666	1372
327	668	1369
328	670	1366
329	671	1363
330	672	1360
331	674	1357
332	675	1353
333	677	1350
334	679	1348
335	680	1344
336	682	1342
337	683	1338
338	685	1335
339	686	1332
340	688	1329
341	689	1326
342	690	1323
343	692	1320
344	694	1317
345	695	1315
346	697	1312
347	698	1308
348	700	1305
349	701	1302
350	702	1299
351	704	1296
352	705	1293
353	707	1290
354	708	1287
355	710	1284
356	711	1281
357	713	1279
358	714	1276
359	716	1273
360	717	1270
361	719	1267
362	722	1267
363	724	1265
364	727	1264
365	728	1262
366	730	1259
367	731	1257
368	733	1254
369	735	1251
370	736	1248
371	738	1246
372	739	1243
373	741	1241
374	743	1238
375	744	1236
376	746	1233
377	747	1230
378	749	1227
379	750	1224
380	752	1222
381	753	1219
382	755	1216
383	756	1214
384	758	1211
385	760	1208
386	761	1206
387	762	1203
388	764	1200
389	765	1197
390	767	1195
391	768	1192
392	770	1189
393	771	1187
394	773	1184
395	774	1181
396	776	1179
397	777	1176
398	779	1173
399	780	1171
400	782	1168
401	784	1166
402	785	1163
403	787	1161
404	788	1158
405	790	1156
406	791	1153
407	793	1150
408	794	1148
409	795	1145
410	797	1143
411	799	1140
412	800	1137
413	802	1135
414	803	1132
415	805	1130
416	806	1127
417	808	1125
418	809	1122
419	811	1121
420	813	1119
421	815	1117
422	817	1115
423	819	1112
424	820	1110
425	822	1107
426	823	1105
427	825	1102
428	826	1100
429	828	1097
430	829	1095
431	831	1093
432	833	1091
433	834	1088
434	836	1086
435	837	1083
436	839	1081
437	840	1079
438	842	1076
439	844	1074
440	845	1072
441	847	1069
442	848	1067
443	850	1064
444	851	1062
445	853	1059
446	854	1057
447	856	1055
448	858	1053
449	860	1051
450	861	1049
451	863	1046
452	864	1044
453	866	1041
454	867	1039
455	869	1036
456	870	1034
457	872	1032
458	873	1030
459	875	1027
460	877	1025
461	878	1023
462	880	1020
463	881	1018
464	883	1015
465	884	1013
466	886	1011
467	888	1009
468	889	1007
469	891	1005
470	892	1002
471	894	1000
472	896	998
473	897	995
474	898	993
475	900	991
476	901	988
477	903	986
478	905	984
479	906	982
480	908	980
481	909	977
482	911	975
483	912	973
484	914	970
485	915	968
486	917	966
487	919	964
488	920	962
489	922	960
490	924	957
491	925	955
492	927	953
493	928	951
494	930	948
495	931	946
496	933	944
497	934	942
498	936	940
499	937	937
500	939	935
501	940	933
502	942	931
503	943	929
504	945	926
505	947	924
506	948	922
507	950	920
508	951	918
509	953	916
510	954	913
511	956	911
512	957	909
513	959	907
514	960	904
515	962	903
516	964	900
517	965	898
518	967	896
519	968	894
520	970	892
521	971	890
522	973	887
523	974	885
524	976	883
525	978	881
526	979	879
527	981	877
528	982	875
529	984	872
530	985	870
531	987	868
532	988	866
533	990	864
534	991	862
535	993	860
536	994	857
537	996	855
538	997	853
539	999	851
540	1000	849
541	1002	847
542	1004	845
543	1005	842
544	1007	840
545	1008	838
546	1010	836
547	1011	834
548	1013	832
549	1014	830
550	1016	828
551	1018	826
552	1019	824
553	1021	822
554	1022	819
555	1024	817
556	1025	815
557	1027	813
558	1028	811
559	1030	809
560	1032	808
561	1034	806
562	1036	804
563	1038	802
564	1039	800
565	1041	798
566	1042	796
567	1044	794
568	1045	792
569	1047	790
570	1048	788
571	1050	786
572	1052	784
573	1053	781
574	1055	779
575	1056	777
576	1058	775
577	1060	774
578	1062	772
579	1064	770
580	1066	768
581	1067	766
582	1069	764
583	1070	762
584	1072	760
585	1073	758
586	1075	756
587	1076	754
588	1078	752
589	1079	750
590	1081	748
591	1082	746
592	1084	744
593	1085	742
594	1088	741
595	1091	739
596	1093	737
597	1095	736
598	1097	734
599	1098	732
600	1100	730
601	1101	728
602	1103	726
603	1104	724
604	1106	722
605	1107	720
606	1109	718
607	1110	716
608	1112	714
609	1114	712
610	1115	710
611	1117	708
612	1118	706
613	1120	704
614	1121	702
615	1123	700
616	1124	698
617	1126	696
618	1127	694
619	1129	692
620	1131	690
621	1132	688
622	1134	686
623	1135	684
624	1137	682
625	1140	681
626	1142	679
627	1144	677
628	1146	676
629	1148	674
630	1150	673
631	1153	671
632	1155	669
633	1157	668
634	1165	669
635	1170	669
636	1172	668
637	1176	667
638	1178	665
639	1181	664
640	1183	662
641	1186	661
642	1188	659
643	1190	657
644	1191	655
645	1193	654
646	1195	652
647	1197	650
648	1198	648
649	1200	646
650	1202	644
651	1205	643
652	1207	641
653	1210	640
654	1213	638
655	1215	637
656	1220	637
657	1224	636
658	1226	634
659	1233	635
660	1236	633
661	1238	632
662	1240	630
663	1243	629
664	1245	627
665	1248	626
666	1251	624
667	1255	623
668	1257	622
669	1261	621
670	1263	619
671	1266	618
672	1270	617
673	1272	615
674	1274	613
675	1277	612
676	1280	610
677	1283	609
678	1286	608
679	1290	607
680	1293	605
681	1295	603
682	1297	602
683	1300	601
684	1313	604
685	1316	602
686	1319	600
687	1322	599
688	1325	598
689	1328	596
690	1330	595
691	1334	593
692	1336	592
693	1338	590
694	1340	588
695	1343	586
696	1346	585
697	1348	583
698	1350	581
699	1352	579
700	1355	577
701	1357	576
702	1359	574
703	1362	572
704	1365	571
705	1367	569
706	1370	567
707	1372	565
708	1374	564
709	1382	564
710	1385	563
711	1388	561
712	1390	559
713	1392	557
714	1394	556
715	1398	554
716	1401	553
717	1403	551
718	1406	549
719	1409	547
720	1411	546
721	1416	545
722	1418	543
723	1421	541
724	1425	540
725	1427	538
726	1430	537
727	1435	536
728	1438	534
729	1444	534
730	1448	533
731	1454	532
732	1459	531
733	1463	530
734	1469	529
735	1474	528
736	1477	527
737	1478	525
738	1480	522
739	1485	521
740	1487	519
741	1489	517
742	1491	515
743	1492	513
744	1494	511
745	1495	509
746	1497	507
747	1499	505
748	1500	502
749	1502	500
750	1504	498
751	1505	496
752	1507	494
753	1508	492
754	1510	490
755	1512	488
756	1514	486
757	1515	483
758	1517	481
759	1519	479
760	1520	477
761	1522	475
762	1523	473
763	1525	471
764	1527	469
765	1528	467
766	1530	464
767	1531	462
768	1533	460
769	1534	458
770	1536	456
771	1537	454
772	1539	452
773	1541	450
774	1543	448
775	1544	445
776	1546	443
777	1547	441
778	1549	439
779	1550	437
780	1552	435
781	1554	433
782	1555	431
783	1557	428
784	1558	426
785	1560	424
786	1561	422
787	1562	420
788	1564	418
789	1566	416
790	1569	414
791	1573	413
792	1574	411
793	1576	408
794	1577	406
795	1579	404
796	1581	402
797	1582	400
798	1584	398
799	1585	396
800	1587	394
801	1589	392
802	1590	390
803	1592	388
804	1593	386
805	1595	383
806	1596	381
807	1598	379
808	1599	377
809	1601	375
810	1602	373
811	1604	371
812	1605	369
813	1607	367
814	1608	365
815	1610	363
816	1612	361
817	1613	358
818	1614	356
819	1616	354
820	1618	352
821	1619	350
822	1621	348
823	1622	346
824	1624	344
825	1625	342
826	1627	340
827	1629	338
828	1630	336
829	1632	334
830	1633	332
831	1635	330
832	1636	328
833	1637	326
834	1639	323
835	1641	321
836	1642	319
837	1644	318
838	1646	315
839	1648	313
840	1649	311
841	1651	309
842	1652	307
843	1654	305
844	1655	303
845	1657	301
846	1659	299
847	1661	297
848	1663	295
849	1664	293
850	1666	291
851	1667	289
852	1669	287
853	1670	285
854	1672	283
855	1673	281
856	1675	279
857	1677	277
858	1678	275
859	1680	273
860	1681	271
861	1683	269
862	1684	267
863	1686	265
864	1687	263
865	1689	261
866	1691	259
867	1692	257
868	1694	255
869	1695	253
870	1697	251
871	1698	249
872	1700	247
873	1701	245
874	1703	243
875	1704	241
876	1706	239
877	1707	237
878	1709	235
879	1710	233
880	1712	231
881	1713	229
882	1715	227
883	1716	225
884	1718	223
885	1720	221
886	1721	219
887	1723	217
888	1724	215
889	1726	213
890	1728	211
891	1729	209
892	1731	207
893	1732	205
894	1734	203
895	1736	201
896	1737	199
897	1739	197
898	1740	195
899	1742	193
900	1743	191
901	1745	189
902	1747	187
903	1749	185
904	1751	183
905	1752	181
906	1755	180
907	1758	178
908	1760	176
909	1761	174
910	1764	172
911	1765	170
912	1768	168
913	1770	166
914	1771	164
915	1773	162
916	1774	160
917	1776	158
918	1777	156
919	1779	154
920	1781	152
921	1782	150
922	1784	148
923	1785	146
924	1787	144
925	1788	142
926	1790	140
927	1791	139
928	1793	137
929	1795	135
930	1796	133
931	1798	131
932	1799	129
933	1801	127
934	1802	125
935	1804	123
936	1806	121
937	1808	119
938	1811	117
939	1813	115
940	1814	113
941	1816	111
942	1817	109
943	1819	107
944	1820	105
945	1822	104
946	1823	102
947	1825	100
948	1826	98
949	1828	96
950	1830	94
951	1831	92
952	1833	90
953	1834	88
954	1836	86
955	1837	84
956	1839	82
957	1840	80
958	1842	78
959	1843	76
960	1845	74
961	1846	72
962	1848	71
963	1849	69
964	1851	67
965	1853	65
966	1854	63
967	1856	61
968	1857	59
969	1859	57
970	1860	55
971	1862	53
972	1864	51
973	1865	49
974	1867	47
975	1868	45
976	1870	44
977	1871	42
978	1873	40
979	1874	38
980	1876	36
981	1877	34
982	1879	32
983	1880	30
984	1882	28
985	1883	26
986	1885	24
987	1886	22
988	1888	21
989	1889	19
990	1891	17
991	1893	15
992	1894	13
993	1896	11
994	1897	9
995	1899	7
996	1900	5
997	1902	3
998	1903	1
999	1905	0
